Date;Hour;Latittude;Longitude;Depth;Magnitude;Magnitudetype;Location;
25/10/2021;02:34:12;28.5777;-17.8316;10 ;2.6;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;02:31:47;28.5724;-17.8350;10 ;2.6;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;02:25:48;28.5670;-17.8323;14 ;2.6;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;02:19:37;28.5606;-17.8274;14 ;3.0;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;02:18:00;28.5509;-17.8292;13 ;3.3;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;02:13:01;28.6350;-17.7771;37 ;2.7;mbLg ;SW BREÑA BAJA.ILP;
25/10/2021;02:05:41;28.5635;-17.8392;15 ;3.5;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;02:03:38;28.5495;-17.8403;13 ;3.0;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;02:00:07;28.5582;-17.8293;15 ;3.0;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;01:57:59;28.5557;-17.8494;11 ;2.8;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;01:56:24;28.5567;-17.8313;12 ;2.9;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;01:43:57;28.5678;-17.8390;11 ;2.6;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;01:33:42;28.5626;-17.8235;13 ;2.6;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;01:32:02;28.5623;-17.8363;11 ;2.6;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;01:29:08;28.5630;-17.8373;11 ;3.2;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;01:23:04;28.5638;-17.8424;11 ;2.6;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;01:20:48;28.5593;-17.8373;11 ;3.1;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;01:12:54;28.5596;-17.8383;13 ;3.1;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;01:11:24;28.5697;-17.8254;13 ;3.5;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;01:05:25;28.5598;-17.8509;12 ;2.9;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;01:04:21;28.5746;-17.8443;9 ;2.6;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;01:02:44;28.5665;-17.8264;11 ;3.4;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;01:00:50;28.5655;-17.8490;11 ;2.8;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;00:58:08;28.5597;-17.8475;11 ;3.4;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;00:54:38;28.5631;-17.8569;11 ;2.6;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;00:52:57;28.5665;-17.8381;11 ;2.6;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;00:51:37;28.5484;-17.8377;11 ;2.9;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;00:46:37;28.5702;-17.8259;12 ;2.9;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;00:43:45;28.5571;-17.8405;13 ;3.4;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;00:35:53;28.5666;-17.8486;9 ;3.0;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;00:33:35;28.5601;-17.8118;11 ;2.6;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;00:22:45;28.5588;-17.8519;11 ;2.9;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;00:13:41;28.5501;-17.8576;11 ;2.6;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;00:09:45;28.5751;-17.8495;9 ;2.5;mbLg ;SW VILLA DE MAZO.ILP;
25/10/2021;00:08:11;28.5608;-17.8382;10 ;3.0;mbLg ;NE FUENCALIENTE DE LA PALMA.IL;
25/10/2021;00:06:41;28.5607;-17.8552;10 ;2.5;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
25/10/2021;00:01:59;28.5627;-17.8438;10 ;3.5;mbLg ;N FUENCALIENTE DE LA PALMA.ILP;
